区域,小区,总价,房型,面积,单价,朝向,楼层位置,装修情况,建筑时间,是否有电梯,产权类型,挂牌时间
思明,嘉益大厦,565.0,2室1厅,84.18平米,67119,东南,中楼层/共31层,平层/精装,2005年建/塔楼 ,有,非共有 ,2021年11月07日 
思明,大同路,620.0,3室1厅,85.48平米,72532,东西,中楼层/共5层,平层/简装,板楼 ,无,非共有 ,2021年11月07日 
思明,天湖苑,850.0,4室1厅,128.65平米,66071,东南,中楼层/共29层,平层/精装,1997年建/塔楼 ,有,非共有 ,2021年11月06日 
思明,金鸡亭小区东区,468.0,4室2厅,88.85平米,52674,南北,中楼层/共7层,平层/精装,1997年建/板楼 ,无,共有 ,2021年11月06日 
思明,东浦路,370.0,2室1厅,70.8平米,52260,南西北,高楼层/共6层,平层/简装,板楼 ,无,非共有 ,2021年11月05日 
思明,金鸡亭小区东区,362.0,2室1厅,73.91平米,48979,西南,高楼层/共7层,平层/精装,1996年建/板楼 ,无,非共有 ,2021年11月06日 
思明,鸡山路,225.0,2室1厅,61.91平米,36344,南,低楼层/共2层,平层/简装,暂无数据 ,无,非共有 ,2021年11月02日 
思明,文屏山庄,370.0,3室1厅,69.57平米,53184,南北,中楼层/共8层,平层/简装,2003年建/板楼 ,无,非共有 ,2021年11月06日 
思明,东浦路,470.0,3室1厅,102.78平米,45729,南北,高楼层/共8层,平层/精装,板楼 ,无,非共有 ,2021年11月06日 
思明,美仁宫大厦,680.0,2室2厅,79.57平米,85460,西南,高楼层/共20层,暂无数据/精装,1999年建/塔楼 ,有,共有 ,2021年11月06日 
思明,顶澳仔路,320.0,2室1厅,25.99平米,123125,东南北,低楼层/共7层,平层/精装,板楼 ,无,非共有 ,2021年11月06日 
思明,银河新村,518.0,3室1厅,80.71平米,64181,南北,低楼层/共6层,平层/精装,1994年建/板楼 ,无,共有 ,2021年11月06日 
思明,莲岳里小区西区,498.0,2室1厅,59.52平米,83670,南北,高楼层/共8层,平层/简装,1990年建/板楼 ,无,非共有 ,2021年11月06日 
思明,金枫园,318.0,2室1厅,48.52平米,65540,东南,低楼层/共6层,平层/简装,2001年建/板楼 ,无,非共有 ,2021年11月06日 
思明,盈翠里,542.0,3室1厅,88.12平米,61508,东南北,高楼层/共6层,平层/简装,1990年建/板楼 ,无,共有 ,2021年11月06日 
思明,阳光花园,568.0,3室2厅,96.99平米,58563,南北,低楼层/共7层,平层/简装,1998年建/板楼 ,无,非共有 ,2021年11月05日 
思明,嘉华大厦,260.0,1室0厅,35.36平米,73530,南,低楼层/共31层,平层/简装,2004年建/板楼 ,有,非共有 ,2021年11月05日 
思明,米兰春天,358.0,1室1厅,46.99平米,76187,北,低楼层/共26层,平层/精装,2007年建/塔楼 ,有,非共有 ,2021年11月05日 
思明,蓉芳里,430.0,3室1厅,71.57平米,60082,南北,中楼层/共7层,平层/简装,板楼 ,无,共有 ,2021年11月05日 
思明,海峡国际天璟,1050.0,3室2厅,134.21平米,78236,南,中楼层/共47层,平层/精装,2018年建/板楼 ,有,共有 ,2021年11月05日 
思明,仙洞苑,568.0,2室2厅,99.95平米,56829,南北,高楼层/共10层,暂无数据/精装,板楼 ,有,非共有 ,2021年11月05日 
思明,海鸿花园,629.0,2室1厅,84.15平米,74748,南北,中楼层/共6层,平层/精装,板楼 ,无,非共有 ,2021年11月05日 
思明,禾祥西路,468.0,2室1厅,71.33平米,65611,南北,高楼层/共8层,暂无数据/简装,板楼 ,无,非共有 ,2021年11月05日 
思明,天伦花园,768.0,3室2厅,122.43平米,62730,南北,中楼层/共7层,平层/精装,2000年建/板楼 ,无,共有 ,2021年11月05日 
思明,电业花园,550.0,2室2厅,84.95平米,64744,南北,高楼层/共7层,平层/简装,1998年建/板塔结合 ,无,非共有 ,2021年11月05日 
思明,塔厝社,458.0,2室2厅,64.26平米,71273,南北,高楼层/共7层,平层/精装,板楼 ,无,非共有 ,2021年11月05日 
思明,局口街,680.0,3室2厅,102.2平米,66537,南北,中楼层/共7层,平层/简装,平房 ,无,非共有 ,2021年11月05日 
思明,文屏巷,658.0,2室2厅,75.86平米,86739,西南,高楼层/共8层,平层/简装,1994年建/板楼 ,有,共有 ,2021年11月05日 
思明,美仁宫大厦,689.0,2室1厅,78.29平米,88007,东南,中楼层/共20层,平层/精装,1999年建/塔楼 ,有,非共有 ,2021年11月05日 
思明,摩登时代,316.0,1室1厅,47.45平米,66597,东南,中楼层/共30层,暂无数据/简装,2006年建/塔楼 ,有,非共有 ,2021年11月04日 
思明,莲岳里小区西区,399.0,2室1厅,54.33平米,73441,东南,高楼层/共7层,暂无数据/精装,1990年建/板楼 ,无,非共有 ,2021年11月04日 
思明,梅园小区,528.0,2室1厅,77.7平米,67954,南,低楼层/共7层,平层/简装,1997年建/板楼 ,无,非共有 ,2021年11月04日 
思明,玉荷里,509.0,2室1厅,73.41平米,69337,南北,中楼层/共6层,平层/简装,1997年建/板楼 ,无,非共有 ,2021年11月04日 
思明,将军祠,849.0,3室2厅,88.33平米,96117,南西北,低楼层/共8层,平层/精装,1998年建/板楼 ,无,非共有 ,2021年11月04日 
思明,嘉盛豪园,568.0,2室2厅,89.1平米,63749,西南,高楼层/共18层,平层/精装,2007年建/板楼 ,有,非共有 ,2021年11月04日 
思明,龙山山庄,623.0,3室2厅,98.73平米,63102,西北,低楼层/共30层,平层/精装,2000年建/塔楼 ,有,非共有 ,2021年11月04日 
思明,文屏山庄,496.0,3室2厅,93.37平米,53122,南北东,中楼层/共8层,平层/简装,2003年建/板楼 ,无,共有 ,2021年11月04日 
思明,新景花园,392.0,3室1厅,67.25平米,58290,北,高楼层/共15层,平层/简装,板楼 ,无,非共有 ,2021年11月03日 
思明,瑞馨阁,550.0,2室1厅,79.26平米,69392,南北,低楼层/共9层,平层/精装,2006年建/板楼 ,有,非共有 ,2021年11月03日 
思明,侨岳里小区,408.0,2室1厅,67.98平米,60018,北,中楼层/共8层,平层/精装,1994年建/板楼 ,无,非共有 ,2021年11月03日 
思明,湖滨南路,613.0,3室1厅,73平米,83973,南北,低楼层/共6层,平层/精装,平房 ,无,非共有 ,2021年11月03日 
思明,东方巴黎,1100.0,3室2厅,134.09平米,82035,南北,中楼层/共14层,平层/精装,2007年建/板楼 ,有,非共有 ,2021年11月03日 
思明,瑞景新村F组团,778.0,3室2厅,148.03平米,52557,东北,低楼层/共16层,平层/精装,1999年建/塔楼 ,有,非共有 ,2021年11月03日 
思明,新嘉园,299.0,1室1厅,39.46平米,75773,南,高楼层/共12层,平层/精装,2004年建/板楼 ,有,共有 ,2021年11月03日 
思明,侨建小区,434.5,3室2厅,96.79平米,44892,南北,高楼层/共8层,平层/精装,1999年建/板楼 ,无,非共有 ,2021年11月03日 
思明,金辉园,418.0,2室1厅,53.3平米,78425,南北,高楼层/共6层,平层/精装,2005年建/板楼 ,无,共有 ,2021年11月03日 
思明,莲富大厦,500.0,3室1厅,104.19平米,47990,西南,低楼层/共33层,平层/简装,1999年建/塔楼 ,有,非共有 ,2021年11月03日 
思明,裕康花园,430.0,2室1厅,69.52平米,61853,西北西,中楼层/共7层,暂无数据/简装,1995年建/板楼 ,无,非共有 ,2021年11月03日 
思明,莲花大厦,372.0,1室1厅,46.35平米,80259,南,高楼层/共17层,平层/精装,2005年建/板塔结合 ,有,非共有 ,2021年11月03日 
思明,检察院宿舍,772.0,3室2厅,96.55平米,79959,南,中楼层/共8层,平层/精装,板楼 ,有,非共有 ,2021年11月03日 
思明,摩登时代,371.0,1室1厅,53.52平米,69320,北,高楼层/共30层,平层/精装,2006年建/塔楼 ,有,非共有 ,2021年11月03日 
思明,前埔南区文兴东二里,396.0,2室1厅,67.98平米,58253,南北,低楼层/共7层,平层/精装,2000年建/板楼 ,无,非共有 ,2021年11月03日 
思明,嘉华大厦,318.0,1室1厅,46.02平米,69101,东北,高楼层/共31层,平层/精装,2004年建/板楼 ,有,非共有 ,2021年11月03日 
思明,海峡国际天璟,1800.0,5室1厅,247.18平米,72822,东西,高楼层/共59层,平层/精装,2018年建/塔楼 ,有,非共有 ,2021年11月02日 
思明,明发国际新城,603.0,3室2厅,119.44平米,50486,南北,中楼层/共9层,平层/简装,2001年建/塔楼 ,有,非共有 ,2021年11月02日 
思明,万科金域蓝湾二期,738.0,3室2厅,89.41平米,82542,东南西,中楼层/共18层,平层/精装,2010年建/板楼 ,有,非共有 ,2021年11月02日 
思明,怡富花园东区,595.0,3室2厅,120.84平米,49239,南北,高楼层/共6层,平层/精装,2004年建/板楼 ,无,非共有 ,2021年11月02日 
思明,假日花园,345.0,2室1厅,51.52平米,66965,南,中楼层/共16层,平层/精装,2002年建/板楼 ,有,非共有 ,2021年11月02日 
思明,益友花园,515.0,3室2厅,103.18平米,49913,南北,中楼层/共7层,暂无数据/精装,1999年建/板楼 ,无,非共有 ,2021年11月02日 
思明,东坪山花园思明,660.0,3室2厅,123.84平米,53295,南北,中楼层/共7层,平层/精装,2002年建/板楼 ,无,非共有 ,2021年11月02日 
思明,半山御景2期,653.0,3室2厅,86.37平米,75605,南北,低楼层/共25层,平层/精装,2012年建/板楼 ,有,非共有 ,2021年11月02日 
思明,金榜铁路家园,298.0,1室1厅,44.17平米,67467,南北,中楼层/共6层,平层/简装,板楼 ,无,非共有 ,2021年11月02日 
思明,定安小区,698.0,3室2厅,83.08平米,84016,东南,低楼层/共7层,平层/简装,板楼 ,无,非共有 ,2021年11月02日 
思明,万寿新城,470.0,1室1厅,59.3平米,79259,东西,中楼层/共7层,暂无数据/简装,2004年建/板楼 ,无,非共有 ,2021年11月02日 
思明,人和路,558.0,6室2厅,99.68平米,55980,西南北,低楼层/共3层,跃层/精装,暂无数据 ,无,非共有 ,2021年11月02日 
思明,禹洲花园三期,560.0,3室2厅,90.49平米,61886,南,低楼层/共9层,暂无数据/精装,板楼 ,无,共有 ,2021年11月02日 
思明,侨岳里小区,555.0,3室1厅,94.27平米,58874,南北,低楼层/共8层,平层/简装,1994年建/板楼 ,无,非共有 ,2021年11月02日 
思明,定安小区,736.0,2室1厅,74.86平米,98317,西南,中楼层/共16层,平层/简装,2002年建/板楼 ,有,非共有 ,2021年11月02日 
思明,莲岳里小区西区,390.0,1室1厅,48.7平米,80083,西南北,低楼层/共8层,平层/简装,1990年建/平房 ,无,非共有 ,2021年11月01日 
思明,金湖花园,985.0,3室2厅,139.22平米,70752,南北,中楼层/共7层,平层/简装,1999年建/板楼 ,无,非共有 ,2021年11月01日 
思明,和光里,450.0,2室1厅,67.71平米,66460,南北,高楼层/共6层,平层/简装,1990年建/板楼 ,无,非共有 ,2021年11月01日 
思明,莲坂新村,498.0,1室1厅,63.49平米,78438,南,高楼层/共10层,平层/简装,2006年建/板楼 ,有,非共有 ,2021年11月01日 
思明,香秀里一期,550.0,3室1厅,90.38平米,60855,南,低楼层/共6层,平层/简装,1993年建/板楼 ,无,非共有 ,2021年11月01日 
思明,造船厂宿舍,412.0,2室1厅,62.99平米,65408,南北,低楼层/共6层,平层/简装,1989年建/板楼 ,无,非共有 ,2021年11月01日 
思明,石亭小区,396.0,2室2厅,44.96平米,88079,南北,低楼层/共6层,错层/精装,板楼 ,无,非共有 ,2021年11月01日 
思明,禹洲花园一期,342.0,1室1厅,50.34平米,67939,东北,中楼层/共8层,平层/简装,2000年建/板楼 ,无,共有 ,2021年11月01日 
思明,领秀城,1300.0,4室2厅,170.21平米,76377,东南,低楼层/共31层,平层/简装,2009年建/板楼 ,有,非共有 ,2021年11月01日 
思明,兴化路,210.0,2室1厅,63.09平米,33286,东南北,高楼层/共4层,平层/简装,暂无数据 ,无,共有 ,2021年11月01日 
思明,金鸡亭小区西区,378.0,2室1厅,75.9平米,49803,东南,高楼层/共7层,平层/精装,1996年建/板楼 ,无,非共有 ,2021年11月01日 
思明,海峡国际社区二期,1618.0,2室2厅,155.53平米,104032,东南北,低楼层/共24层,平层/精装,2009年建/塔楼 ,有,非共有 ,2021年11月01日 
思明,宝达大厦,475.0,2室2厅,80.25平米,59191,东南,高楼层/共31层,暂无数据/精装,1999年建/板楼 ,有,共有 ,2021年11月01日 
思明,槟东公寓,690.0,3室2厅,116.39平米,59284,南北,中楼层/共8层,平层/精装,1998年建/板楼 ,无,非共有 ,2021年11月01日 
思明,江头K小区,461.0,2室1厅,74.02平米,62281,东南,中楼层/共7层,平层/简装,1993年建/板楼 ,无,非共有 ,2021年11月01日 
思明,五州大厦,628.7,3室2厅,93.85平米,66990,东北,低楼层/共23层,平层/简装,2000年建/塔楼 ,有,非共有 ,2021年11月01日 
思明,天鹭大厦,1416.0,3室2厅,123.82平米,114360,南西北,中楼层/共26层,平层/精装,1996年建/板楼 ,有,非共有 ,2021年10月31日 
思明,奔马新村,380.0,1室1厅,47.54平米,79933,东北,高楼层/共9层,暂无数据/精装,1998年建/塔楼 ,有,非共有 ,2021年10月31日 
思明,天伦花园,658.0,3室2厅,117.54平米,55981,南北,中楼层/共7层,平层/精装,2000年建/板楼 ,无,共有 ,2021年10月31日 
思明,源昌君悦山思明,1340.0,4室2厅,162.85平米,82285,南北,中楼层/共42层,暂无数据/毛坯,2015年建/塔楼 ,有,非共有 ,2021年10月31日 
思明,建兴小区,555.0,2室2厅,70.44平米,78791,南北,低楼层/共6层,平层/简装,1991年建/板楼 ,无,非共有 ,2021年10月31日 
思明,仙阁里花园,570.0,3室2厅,100.78平米,56559,东南,中楼层/共7层,暂无数据/精装,1996年建/板楼 ,无,非共有 ,2021年10月31日 
思明,香江大花园,499.0,2室2厅,71.25平米,70036,东北,中楼层/共36层,平层/简装,2002年建/塔楼 ,有,非共有 ,2021年10月31日 
思明,万寿路,463.0,2室2厅,60.7平米,76277,南北,高楼层/共8层,平层/简装,1994年建/板楼 ,无,非共有 ,2021年10月31日 
思明,先锋营小区,580.0,3室2厅,78.97平米,73446,南,中楼层/共7层,平层/简装,板楼 ,无,非共有 ,2021年10月31日 
思明,电台山,355.0,1室1厅,43.52平米,81572,南,高楼层/共7层,平层/简装,1991年建/板楼 ,无,非共有 ,2021年10月31日 
思明,镇海路,660.0,3室1厅,74.38平米,88734,南西北,高楼层/共6层,平层/精装,1984年建/暂无数据 ,无,非共有 ,2021年10月31日 
思明,国贸广场,628.0,2室2厅,94平米,66809,南北,中楼层/共10层,暂无数据/简装,2000年建/板楼 ,无,非共有 ,2021年10月31日 
思明,育青路,527.0,1室1厅,42.84平米,123016,东南北,中楼层/共5层,平层/精装,1989年建/板楼 ,无,非共有 ,2021年10月31日 
思明,莲坂西小区,540.0,2室2厅,89.27平米,60491,南北,中楼层/共8层,暂无数据/精装,1993年建/板楼 ,无,非共有 ,2021年10月31日 
思明,联发滨海名居,1450.0,3室2厅,136.14平米,106509,东南北,低楼层/共29层,平层/精装,2012年建/板楼 ,有,共有 ,2021年10月31日 
思明,同安里,940.0,2室1厅,67.28平米,139715,南北,高楼层/共7层,平层/简装,板塔结合 ,无,非共有 ,2021年10月31日 
思明,思明南路,298.0,2室1厅,42.79平米,69643,东南,高楼层/共5层,平层/简装,1998年建/板楼 ,无,非共有 ,2021年10月31日 
思明,国贸广场,992.0,4室2厅,132.25平米,75010,南北,中楼层/共21层,平层/精装,2003年建/塔楼 ,有,非共有 ,2021年10月31日 
思明,禹洲世贸商城思明,320.0,1室1厅,53.3平米,60038,东,低楼层/共49层,平层/精装,2008年建/塔楼 ,有,共有 ,2021年10月31日 
思明,四川大厦,599.0,2室2厅,92.86平米,64506,东西南,中楼层/共28层,平层/精装,2005年建/塔楼 ,有,共有 ,2021年10月31日 
思明,湖明路,191.0,2室1厅,27.38平米,69759,南,低楼层/共7层,平层/简装,1997年建/板楼 ,无,共有 ,2021年10月31日 
思明,奔马新村,835.0,3室2厅,107.72平米,77516,南西北,低楼层/共9层,平层/精装,1998年建/塔楼 ,有,非共有 ,2021年10月31日 
思明,岷宫花园大厦思明,718.0,3室2厅,94.8平米,75739,南,中楼层/共20层,平层/简装,塔楼 ,有,非共有 ,2021年10月30日 
思明,宏辉大厦,520.0,1室2厅,59.94平米,86754,南,中楼层/共20层,平层/精装,塔楼 ,有,非共有 ,2021年10月30日 
思明,金同成大厦,1300.0,3室2厅,148.28平米,87672,西南北,高楼层/共12层,平层/精装,塔楼 ,有,非共有 ,2021年10月30日 
思明,乔永康大厦,698.0,3室2厅,105.41平米,66218,西南,高楼层/共25层,平层/精装,1997年建/板塔结合 ,有,非共有 ,2021年10月30日 
思明,嘉盛豪园,520.0,2室2厅,88.9平米,58493,东南,低楼层/共18层,暂无数据/简装,2007年建/板楼 ,有,非共有 ,2021年10月30日 
思明,白鹭花园,752.0,3室2厅,122.39平米,61443,西西北北,中楼层/共13层,平层/简装,2000年建/塔楼 ,有,非共有 ,2021年10月30日 
思明,嵩海公寓,715.0,3室2厅,112.29平米,63675,南北,低楼层/共8层,平层/简装,1999年建/板楼 ,有,非共有 ,2021年10月30日 
思明,岳阳西里,250.0,1室2厅,46.06平米,54278,南,中楼层/共7层,平层/简装,1996年建/塔楼 ,无,非共有 ,2021年10月29日 
思明,英皇湖畔花苑,666.0,2室1厅,93.59平米,71162,西北,高楼层/共29层,平层/精装,2008年建/板塔结合 ,有,非共有 ,2021年10月29日 
思明,康泰路,296.0,3室1厅,71.09平米,41638,南,高楼层/共4层,平层/其他,暂无数据 ,无,非共有 ,2021年10月29日 
思明,禾祥东路,478.0,3室1厅,73.62平米,64929,南北,高楼层/共7层,平层/精装,1988年建/板楼 ,无,非共有 ,2021年10月29日 
思明,潘宅南小区,298.0,1室1厅,46.53平米,64045,北,中楼层/共6层,平层/简装,2007年建/板楼 ,有,非共有 ,2021年10月29日 
思明,华林紫微小区,539.0,3室2厅,100.37平米,53702,南西北,中楼层/共7层,平层/简装,2006年建/板塔结合 ,无,非共有 ,2021年10月29日 
思明,文园路,278.0,1室0厅,19平米,146316,南北,低楼层/共6层,平层/简装,板楼 ,无,非共有 ,2021年10月29日 
思明,古龙商城,535.0,2室2厅,76.57平米,69871,西北,低楼层/共12层,平层/简装,2002年建/塔楼 ,有,非共有 ,2021年10月29日 
思明,故宫小区,435.0,2室1厅,63.25平米,68775,南北,低楼层/共7层,平层/简装,板楼 ,无,非共有 ,2021年10月29日 
思明,湖滨南路,588.0,2室2厅,71.88平米,81804,南北,低楼层/共7层,平层/毛坯,暂无数据 ,无,非共有 ,2021年10月29日 
思明,东门路,716.0,3室1厅,80.64平米,88790,南,高楼层/共7层,平层/简装,1992年建/板楼 ,无,非共有 ,2021年10月29日 
思明,湖滨南路,415.0,2室1厅,57.92平米,71651,南北,高楼层/共6层,平层/精装,1990年建/板楼 ,无,非共有 ,2021年10月29日 
思明,槟榔花园,442.0,2室1厅,61.24平米,72176,南北,低楼层/共7层,平层/简装,1991年建/塔楼 ,无,非共有 ,2021年10月29日 
