区域,小区,总价,房型,面积,单价,朝向,楼层位置,装修情况,建筑时间,是否有电梯,产权类型,挂牌时间
集美,凤凰花城,245.0,2室2厅,88.67平米,27631,南,中楼层/共22层,平层/毛坯,2017年建/板塔结合 ,有,非共有 ,2021年11月19日 
集美,中海寰宇天下,498.0,4室2厅,137.58平米,36198,东南,中楼层/共33层,平层/精装,2014年建/板楼 ,有,非共有 ,2021年11月19日 
集美,双桥明珠,230.0,3室2厅,87.83平米,26187,南,中楼层/共6层,平层/精装,2007年建/板楼 ,无,共有 ,2021年11月19日 
集美,中海锦城国际,210.0,2室2厅,84.68平米,24800,南西,低楼层/共33层,平层/精装,2015年建/板楼 ,有,非共有 ,2021年11月19日 
集美,泉水湾二期,525.0,4室2厅,136.34平米,38507,南北,低楼层/共24层,平层/精装,2010年建/板塔结合 ,有,共有 ,2021年11月19日 
集美,海上五月花六期,355.0,3室1厅,89.29平米,39759,东南,低楼层/共39层,平层/精装,2016年建/板楼 ,有,非共有 ,2021年11月19日 
集美,集美中心花园,450.0,3室2厅,114.76平米,39213,南,中楼层/共18层,平层/精装,2009年建/塔楼 ,有,非共有 ,2021年11月19日 
集美,万科金域华府二期,315.0,3室1厅,94.72平米,33256,西南,中楼层/共41层,平层/精装,2015年建/塔楼 ,有,非共有 ,2021年11月19日 
集美,万科金域华府二期,96.0,2室1厅,41.64平米,23055,北,中楼层/共31层,跃层/精装,2018年建/板楼 ,有,非共有 ,2021年11月19日 
集美,祥和雅筑二期,215.0,2室2厅,87.63平米,24535,南北,低楼层/共17层,平层/简装,2009年建/板楼 ,有,非共有 ,2021年11月19日 
集美,中交和美新城一期,589.0,4室2厅,90.91平米,64790,南北,高楼层/共9层,复式/精装,2015年建/塔楼 ,有,非共有 ,2021年11月19日 
集美,莲花首岸,945.0,5室1厅,205.96平米,45883,东南北,中楼层/共31层,平层/毛坯,塔楼 ,有,非共有 ,2021年11月19日 
集美,盛光路,432.0,4室2厅,135.99平米,31768,东南北,高楼层/共7层,平层/精装,1996年建/板楼 ,有,非共有 ,2021年11月19日 
集美,碧溪花园,154.0,1室1厅,67.8平米,22714,南北,高楼层/共18层,平层/精装,暂无数据 ,无,非共有 ,2021年11月18日 
集美,泉水湾三期,365.0,3室2厅,94.16平米,38764,南,高楼层/共24层,平层/精装,2013年建/板楼 ,有,非共有 ,2021年11月18日 
集美,凤凰花城,230.0,3室2厅,91.67平米,25090,东南,低楼层/共23层,平层/精装,板塔结合 ,有,共有 ,2021年11月18日 
集美,中航城国际社区C座,660.0,5室2厅,111.06平米,59428,东南,高楼层/共9层,复式/毛坯,2015年建/板楼 ,有,非共有 ,2021年11月18日 
集美,万科广场幸福里,275.0,3室1厅,110.46平米,24896,南,中楼层/共49层,暂无数据/精装,2020年建/塔楼 ,有,共有 ,2021年11月18日 
集美,海景明珠,1200.0,5室1厅,325.72平米,36842,南,低楼层/共3层,暂无数据/精装,板楼 ,无,非共有 ,2021年11月18日 
集美,万科金域华府一期,279.0,2室2厅,81.97平米,34037,南,中楼层/共40层,暂无数据/精装,2015年建/塔楼 ,有,非共有 ,2021年11月18日 
集美,中海锦城国际,255.9,3室2厅,96.65平米,26477,南,低楼层/共33层,平层/精装,2015年建/板楼 ,有,共有 ,2021年11月18日 
集美,住宅·水晶湖郡,626.0,4室2厅,139.31平米,44936,南,中楼层/共33层,平层/毛坯,2014年建/板楼 ,有,非共有 ,2021年11月18日 
集美,聚镇,210.0,3室2厅,90.28平米,23261,南,中楼层/共29层,平层/精装,2013年建/板楼 ,有,共有 ,2021年11月18日 
集美,集美花园西区,215.0,2室1厅,58.16平米,36967,南北,高楼层/共7层,平层/精装,1999年建/板楼 ,无,共有 ,2021年11月18日 
集美,住宅·水晶湖郡,483.0,3室1厅,114.85平米,42055,南北,低楼层/共30层,平层/毛坯,2014年建/板楼 ,有,非共有 ,2021年11月18日 
集美,国建东海岸西区,229.9,1室1厅,44.3平米,51897,西北,低楼层/共2层,平层/精装,2003年建/板塔结合 ,无,共有 ,2021年11月18日 
集美,庄园新城,56.0,1室0厅,22.9平米,24455,北,中楼层/共18层,平层/简装,2009年建/塔楼 ,有,非共有 ,2021年11月18日 
集美,联发杏林湾一号一期,480.0,3室2厅,153.38平米,31295,东南北,低楼层/共40层,平层/毛坯,2016年建/板楼 ,有,非共有 ,2021年11月18日 
集美,禹洲中央海岸二期,320.0,3室1厅,94.67平米,33802,东南,高楼层/共40层,平层/精装,2016年建/塔楼 ,有,非共有 ,2021年11月18日 
集美,万科金域华府一期,400.0,3室2厅,119.52平米,33468,南,低楼层/共39层,平层/精装,2013年建/塔楼 ,有,非共有 ,2021年11月17日 
集美,恒大帝景,310.0,3室2厅,93.3平米,33227,南,高楼层/共25层,暂无数据/精装,板塔结合 ,有,非共有 ,2021年11月17日 
集美,集美区侨英路,220.0,3室2厅,90.83平米,24222,东南,中楼层/共5层,平层/简装,暂无数据 ,无,非共有 ,2021年11月17日 
集美,广宇公寓,180.0,3室1厅,73.02平米,24651,南,中楼层/共8层,平层/简装,2005年建/板楼 ,有,非共有 ,2021年11月17日 
集美,杏北新城一组团,190.0,2室2厅,85.04平米,22343,南,高楼层/共11层,平层/精装,板塔结合 ,无,非共有 ,2021年11月17日 
集美,万科金域华府一期,300.0,2室2厅,83.93平米,35745,南,中楼层/共40层,平层/精装,2015年建/塔楼 ,有,共有 ,2021年11月17日 
集美,IOI棕榈城,790.0,4室2厅,143.37平米,55103,南北,中楼层/共34层,平层/毛坯,2017年建/板塔结合 ,有,非共有 ,2021年11月17日 
集美,国贸天悦,240.0,1室1厅,49.38平米,48603,东南,高楼层/共33层,平层/精装,2016年建/板楼 ,有,非共有 ,2021年11月17日 
集美,岑东路,228.0,3室1厅,76.44平米,29828,南,高楼层/共7层,暂无数据/精装,板楼 ,无,共有 ,2021年11月17日 
集美,IOI棕榈城,2260.0,5室2厅,306.64平米,73703,南,中楼层/共46层,平层/精装,2017年建/板塔结合 ,有,非共有 ,2021年11月17日 
集美,龙湖春江郦城一期,498.0,4室1厅,126.61平米,39334,南,中楼层/共34层,平层/毛坯,2017年建/塔楼 ,有,共有 ,2021年11月17日 
集美,凤泉广场,260.0,3室2厅,117.91平米,22051,南,高楼层/共4层,平层/精装,板楼 ,无,非共有 ,2021年11月17日 
集美,中航城国际社区C座,470.0,3室2厅,97.47平米,48220,东南,低楼层/共26层,复式/精装,2015年建/板楼 ,有,共有 ,2021年11月17日 
集美,海上五月花三期,305.0,2室2厅,81.99平米,37200,东南,高楼层/共33层,平层/精装,2014年建/板楼 ,有,非共有 ,2021年11月17日 
集美,住宅·水晶湖郡,462.0,3室2厅,132.32平米,34916,南北,低楼层/共31层,平层/简装,2014年建/板楼 ,有,非共有 ,2021年11月17日 
集美,天杏苑,199.0,2室1厅,82.41平米,24148,南北,高楼层/共8层,平层/精装,2003年建/板楼 ,无,非共有 ,2021年11月17日 
集美,白泉街,199.8,3室1厅,70.42平米,28373,南,高楼层/共5层,平层/精装,板楼 ,无,共有 ,2021年11月16日 
集美,中航城国际社区C座,470.0,3室1厅,114.75平米,40959,南北,中楼层/共8层,平层/精装,2015年建/板楼 ,有,非共有 ,2021年11月16日 
集美,橡树湾,274.0,2室2厅,89.97平米,30455,东南南北,高楼层/共18层,平层/精装,2015年建/板楼 ,有,共有 ,2021年11月16日 
集美,IOI园博湾,320.0,2室1厅,91.48平米,34981,南,高楼层/共31层,平层/精装,2014年建/板楼 ,有,共有 ,2021年11月16日 
集美,银江路,230.0,3室1厅,73.94平米,31107,东南北,高楼层/共6层,平层/简装,1985年建/板楼 ,无,共有 ,2021年11月16日 
集美,莲花尚院,400.0,3室1厅,128.32平米,31173,南,低楼层/共33层,平层/精装,2013年建/板楼 ,有,非共有 ,2021年11月16日 
集美,中航城A区,510.0,3室2厅,121.65平米,41924,东南西北,高楼层/共32层,跃层/精装,2014年建/板塔结合 ,有,非共有 ,2021年11月16日 
集美,莲花首岸,650.0,3室1厅,149.72平米,43415,东南北,中楼层/共36层,平层/毛坯,板楼 ,有,非共有 ,2021年11月16日 
集美,莲花新城二期,478.0,3室1厅,126.02平米,37931,东南,高楼层/共33层,平层/精装,2015年建/板塔结合 ,有,非共有 ,2021年11月16日 
集美,世茂璀璨天城一期,520.0,3室2厅,86.58平米,60061,南,高楼层/共33层,复式/精装,板楼 ,有,非共有 ,2021年11月16日 
集美,橡树湾三期,17.5,车位,12.72平米,13758,南,暂无数据,暂无数据/简装,板楼 ,无,非共有 ,2021年11月16日 
集美,世茂璀璨天城一期,539.0,4室1厅,106.24平米,50735,东南,低楼层/共33层,复式/精装,板楼 ,有,非共有 ,2021年11月16日 
集美,IOI园博湾,415.0,3室1厅,111.76平米,37134,西南,低楼层/共31层,平层/精装,2014年建/板楼 ,有,共有 ,2021年11月03日 
集美,中海寰宇天下,455.0,3室2厅,119.46平米,38089,南北,高楼层/共37层,暂无数据/精装,2014年建/板楼 ,有,非共有 ,2021年11月03日 
集美,中海锦城国际,245.0,3室1厅,95.64平米,25617,东南南,中楼层/共34层,平层/精装,2015年建/板楼 ,有,非共有 ,2021年11月03日 
集美,夏商大学康城一期,208.0,3室2厅,91.02平米,22853,南,高楼层/共23层,平层/简装,2008年建/板楼 ,有,非共有 ,2021年11月03日 
集美,泉水湾一期,327.0,2室2厅,89.16平米,36676,南北,高楼层/共28层,暂无数据/简装,2010年建/板塔结合 ,有,非共有 ,2021年11月03日 
集美,海湾明珠,152.0,2室1厅,54.61平米,27834,北,低楼层/共9层,平层/精装,2009年建/塔楼 ,无,非共有 ,2021年11月03日 
集美,夏商大学康城三期,275.0,4室2厅,109.27平米,25168,南北,低楼层/共31层,暂无数据/精装,塔楼 ,有,非共有 ,2021年11月02日 
集美,唐荣天润新城,242.0,2室2厅,92.09平米,26279,东南,中楼层/共30层,平层/精装,2015年建/板塔结合 ,有,共有 ,2021年11月02日 
集美,禹洲大学城,220.0,3室1厅,92.37平米,23818,东南,低楼层/共34层,平层/简装,2012年建/塔楼 ,有,共有 ,2021年11月02日 
集美,泉水湾一期,326.0,3室1厅,88.57平米,36808,南北,低楼层/共28层,平层/精装,2010年建/板塔结合 ,有,非共有 ,2021年11月02日 
集美,恒大帝景,330.0,3室2厅,93.3平米,35370,东南,高楼层/共25层,平层/精装,板塔结合 ,有,非共有 ,2021年11月02日 
集美,禹洲大学城,234.9,3室2厅,95.32平米,24644,东南,低楼层/共35层,错层/精装,2012年建/塔楼 ,有,非共有 ,2021年11月02日 
集美,马銮公寓,70.0,1室0厅,33.17平米,21104,南,中楼层/共5层,平层/简装,1995年建/板楼 ,无,非共有 ,2021年11月02日 
集美,禹洲中央海岸二期,324.0,2室2厅,90.95平米,35624,西南,高楼层/共33层,平层/精装,2016年建/板楼 ,有,非共有 ,2021年11月02日 
集美,夏商新纪元,220.0,2室2厅,88.75平米,24789,南,高楼层/共32层,平层/毛坯,2016年建/板塔结合 ,有,非共有 ,2021年11月02日 
集美,禹洲大学城,78.0,1室1厅,31.03平米,25137,东,中楼层/共35层,平层/精装,2012年建/塔楼 ,有,共有 ,2021年11月02日 
集美,海上五月花一期,430.0,3室2厅,112.99平米,38057,南北,中楼层/共32层,平层/毛坯,2013年建/板塔结合 ,有,非共有 ,2021年11月01日 
集美,海上五月花六期,365.0,3室2厅,89.29平米,40879,南,中楼层/共39层,平层/精装,2016年建/板楼 ,有,非共有 ,2021年11月01日 
集美,中海锦城国际,247.8,3室2厅,97.96平米,25297,南北,中楼层/共33层,平层/精装,2015年建/板楼 ,有,共有 ,2021年11月01日 
集美,禹洲中央海岸一期,360.0,2室2厅,101.39平米,35507,东南,高楼层/共30层,平层/简装,2015年建/塔楼 ,有,共有 ,2021年11月01日 
集美,夏商大学康城三期,315.0,4室2厅,126.97平米,24810,东南,中楼层/共18层,平层/精装,2009年建/塔楼 ,有,非共有 ,2021年11月01日 
集美,中航城国际社区C座,380.0,3室2厅,98平米,38776,西南,高楼层/共33层,平层/精装,2015年建/板楼 ,有,非共有 ,2021年11月01日 
集美,龙湖嘉屿城,217.0,2室1厅,89.8平米,24165,东南,高楼层/共24层,平层/精装,2015年建/板塔结合 ,有,非共有 ,2021年11月01日 
集美,中骏四季阳光,270.0,3室1厅,86.49平米,31218,南,高楼层/共18层,平层/精装,2014年建/板塔结合 ,有,共有 ,2021年11月01日 
集美,杏北新城二和三组团,235.0,3室2厅,109.55平米,21452,东南,低楼层/共11层,平层/简装,暂无数据 ,有,非共有 ,2021年11月01日 
集美,万科广场幸福里,340.0,4室1厅,136.01平米,24999,东西,低楼层/共49层,平层/精装,2018年建/板塔结合 ,有,非共有 ,2021年11月01日 
集美,国贸商城同悦,299.0,2室2厅,100.27平米,29820,南,低楼层/共34层,平层/毛坯,2017年建/板楼 ,有,非共有 ,2021年11月01日 
集美,万科金域华府一期,410.0,3室2厅,119.87平米,34204,南北,中楼层/共39层,平层/精装,2013年建/塔楼 ,有,非共有 ,2021年10月31日 
集美,联发杏林湾一号三期,335.0,2室1厅,89.96平米,37239,南西南,中楼层/共47层,平层/其他,2014年建/板楼 ,有,非共有 ,2021年10月31日 
集美,禹洲大学城,255.0,3室1厅,92.6平米,27538,东南,高楼层/共33层,平层/精装,2012年建/板楼 ,有,非共有 ,2021年10月31日 
集美,禹洲中央海岸二期,455.0,3室2厅,111平米,40991,东南,高楼层/共33层,平层/精装,2016年建/板楼 ,有,非共有 ,2021年10月31日 
集美,华铃花园,175.0,2室1厅,59.28平米,29521,南北,低楼层/共33层,暂无数据/简装,板塔结合 ,无,非共有 ,2021年10月31日 
集美,庄园新城,192.0,3室2厅,87.85平米,21856,东北,中楼层/共18层,平层/精装,2009年建/塔楼 ,有,非共有 ,2021年10月31日 
集美,住宅·莲花国际,319.9,3室2厅,87.1平米,36728,南,高楼层/共18层,平层/精装,2016年建/板楼 ,有,共有 ,2021年10月31日 
集美,禹洲大学城,140.0,2室1厅,50.88平米,27516,北,低楼层/共34层,平层/精装,2012年建/塔楼 ,有,共有 ,2021年10月31日 
集美,橡树湾,281.0,2室2厅,88.98平米,31581,南,中楼层/共32层,平层/精装,2015年建/塔楼 ,有,共有 ,2021年10月31日 
集美,莲花尚院,383.0,3室2厅,128.28平米,29857,东南,高楼层/共33层,平层/精装,2013年建/板楼 ,有,非共有 ,2021年10月31日 
集美,夏商大学康城二期,295.0,5室2厅,135.01平米,21851,南,低楼层/共22层,平层/简装,2009年建/板楼 ,有,非共有 ,2021年10月31日 
集美,招商海德公园一期,470.0,4室2厅,140.51平米,33450,南,低楼层/共32层,平层/精装,2015年建/板楼 ,有,非共有 ,2021年10月31日 
集美,联发杏林湾一号三期,430.0,3室2厅,121.66平米,35345,东南,低楼层/共49层,平层/毛坯,2014年建/板楼 ,有,非共有 ,2021年10月31日 
集美,印斗路小区,340.0,3室2厅,98.72平米,34441,南,中楼层/共7层,平层/简装,1996年建/板楼 ,无,非共有 ,2021年10月31日 
集美,万科广场幸福里,325.0,4室2厅,130.93平米,24823,东南,低楼层/共42层,平层/精装,2020年建/塔楼 ,有,共有 ,2021年10月31日 
集美,新城际广场一期,225.0,3室2厅,90.16平米,24956,南,低楼层/共29层,暂无数据/精装,板楼 ,有,非共有 ,2021年10月31日 
集美,莲花尚院,320.0,2室2厅,89.76平米,35651,南,高楼层/共33层,平层/精装,2013年建/板楼 ,有,非共有 ,2021年10月31日 
集美,水晶湖郡A区,359.0,2室2厅,85.55平米,41964,南,高楼层/共26层,平层/精装,2014年建/板楼 ,有,非共有 ,2021年10月31日 
集美,莲花新城一期,456.0,4室2厅,114平米,40000,东南,中楼层/共33层,平层/毛坯,2015年建/板塔结合 ,有,共有 ,2021年10月31日 
集美,凤麟花园,295.0,2室2厅,86.38平米,34152,南北,中楼层/共8层,平层/精装,2003年建/板楼 ,无,非共有 ,2021年10月31日 
集美,泉水湾一期,305.0,2室2厅,86.56平米,35236,南,低楼层/共28层,平层/精装,2010年建/板塔结合 ,有,非共有 ,2021年10月31日 
集美,杏北新城二和三组团,208.0,2室1厅,93.1平米,22342,东南,中楼层/共24层,平层/精装,板塔结合 ,有,共有 ,2021年10月31日 
集美,恒大帝景,325.0,3室2厅,94.97平米,34222,西南,低楼层/共30层,平层/精装,板塔结合 ,有,非共有 ,2021年10月30日 
集美,国贸商城同悦,430.0,3室2厅,139.41平米,30845,南,低楼层/共34层,平层/毛坯,板楼 ,有,非共有 ,2021年10月30日 
集美,IOI园博湾,440.0,3室2厅,120.51平米,36512,南,低楼层/共31层,平层/精装,2014年建/板楼 ,有,非共有 ,2021年10月30日 
集美,夏商大学康城三期,212.0,2室2厅,88.08平米,24070,东南,高楼层/共31层,平层/精装,塔楼 ,有,共有 ,2021年10月30日 
集美,夏商新纪元,270.0,3室2厅,88.73平米,30430,南,高楼层/共32层,平层/精装,2016年建/板塔结合 ,有,非共有 ,2021年10月30日 
集美,夏商大学康城一期,255.0,4室2厅,104.02平米,24515,北,高楼层/共18层,暂无数据/精装,2008年建/板楼 ,有,非共有 ,2021年10月30日 
集美,岑东路,215.0,2室1厅,60.03平米,35816,南,中楼层/共6层,暂无数据/简装,板楼 ,无,共有 ,2021年10月30日 
集美,宁宝社区,180.0,2室1厅,78.31平米,22986,东南,高楼层/共6层,平层/精装,板楼 ,无,共有 ,2021年10月30日 
集美,橡树湾,269.0,2室1厅,89.14平米,30178,南,低楼层/共18层,平层/简装,2015年建/板楼 ,有,非共有 ,2021年10月30日 
集美,龙湖嘉誉一期,350.0,4室2厅,127.58平米,27434,东南,高楼层/共18层,平层/精装,2016年建/塔楼 ,有,非共有 ,2021年10月30日 
集美,禹洲大学城,230.0,3室2厅,93.12平米,24700,南,高楼层/共34层,平层/精装,2012年建/塔楼 ,有,非共有 ,2021年10月29日 
集美,中海锦城国际,209.99,2室2厅,84.7平米,24793,南,中楼层/共33层,平层/精装,2015年建/板楼 ,有,共有 ,2021年10月29日 
集美,万科广场幸福里,285.0,3室2厅,110.68平米,25750,南北,高楼层/共49层,平层/精装,2020年建/塔楼 ,有,非共有 ,2021年10月29日 
集美,中骏四季阳光,257.0,3室2厅,98.74平米,26028,东南,中楼层/共18层,平层/精装,2014年建/板塔结合 ,有,共有 ,2021年10月29日 
集美,橡树湾三期,449.0,4室2厅,116.3平米,38608,东南北,高楼层/共34层,平层/精装,2015年建/板楼 ,有,非共有 ,2021年10月29日 
集美,禹洲中央海岸一期,340.0,3室2厅,91.63平米,37106,东南,高楼层/共40层,平层/精装,2015年建/塔楼 ,有,共有 ,2021年10月29日 
集美,中航城国际社区C座,268.0,2室2厅,65.14平米,41143,东北,高楼层/共16层,平层/精装,2015年建/板塔结合 ,有,共有 ,2021年10月29日 
集美,红树康桥,440.0,2室1厅,86.14平米,51080,北,低楼层/共12层,平层/简装,2010年建/板楼 ,有,共有 ,2021年10月28日 
集美,禹洲大学城,229.0,3室2厅,95.64平米,23944,东南,高楼层/共35层,错层/精装,2012年建/塔楼 ,有,共有 ,2021年10月28日 
集美,中海锦城国际,205.0,2室1厅,84.26平米,24330,南,低楼层/共34层,平层/精装,2015年建/板楼 ,有,非共有 ,2021年10月28日 
集美,凤凰花城,293.0,3室2厅,117.06平米,25030,南北,高楼层/共33层,平层/毛坯,2017年建/板塔结合 ,有,共有 ,2021年10月28日 
集美,住宅·水晶湖郡,538.0,3室1厅,133.08平米,40427,南,高楼层/共32层,平层/毛坯,2014年建/板楼 ,有,非共有 ,2021年10月28日 
集美,国贸天悦,520.0,3室2厅,127.68平米,40727,南,低楼层/共32层,平层/精装,板楼 ,有,非共有 ,2021年10月28日 
集美,安仁里小区,200.0,2室2厅,98.03平米,20402,西南,高楼层/共18层,平层/精装,2006年建/塔楼 ,有,非共有 ,2021年10月28日 
集美,禹洲中央海岸二期,308.0,2室2厅,90.91平米,33880,南,中楼层/共38层,平层/精装,2016年建/板楼 ,有,非共有 ,2021年10月28日 
集美,万科广场幸福里,230.0,3室2厅,92.73平米,24804,东南,中楼层/共42层,平层/精装,2020年建/板塔结合 ,有,非共有 ,2021年10月28日 
集美,龙湖嘉屿城,220.0,2室2厅,89.25平米,24650,东南,高楼层/共24层,平层/精装,2015年建/板塔结合 ,有,共有 ,2021年10月28日 
集美,夏商大学康城一期,185.0,2室2厅,82.46平米,22436,南,低楼层/共18层,平层/简装,2008年建/板楼 ,有,非共有 ,2021年10月28日 
集美,夏商大学康城三期,200.0,3室1厅,87.41平米,22881,东南,低楼层/共31层,平层/精装,塔楼 ,有,非共有 ,2021年10月28日 
集美,橡树湾,285.0,2室2厅,89.5平米,31844,南,高楼层/共30层,平层/精装,2015年建/板楼 ,有,非共有 ,2021年10月28日 
集美,天安路,189.0,2室1厅,82.29平米,22968,南,中楼层/共6层,平层/简装,板塔结合 ,无,非共有 ,2021年10月28日 
集美,海湾明珠,180.0,2室1厅,65.88平米,27323,东,高楼层/共9层,平层/简装,2009年建/塔楼 ,有,共有 ,2021年10月27日 
集美,凤凰花城,217.0,3室2厅,91.79平米,23641,南,低楼层/共33层,平层/精装,板塔结合 ,有,共有 ,2021年10月27日 
集美,万科金域华府一期,298.0,2室2厅,84.15平米,35413,东南,低楼层/共40层,平层/精装,2015年建/塔楼 ,有,非共有 ,2021年10月27日 
集美,联发杏林湾一号一期,315.0,2室1厅,83.56平米,37698,西南,低楼层/共16层,平层/简装,2016年建/塔楼 ,有,非共有 ,2021年10月27日 
集美,庄园新城,180.0,3室1厅,84.82平米,21222,南,中楼层/共18层,平层/精装,2009年建/板楼 ,有,共有 ,2021年10月27日 
集美,联发杏林湾一号三期,479.9,3室2厅,123.65平米,38812,南,高楼层/共49层,暂无数据/精装,2014年建/板楼 ,有,非共有 ,2021年10月27日 
集美,杏北新城二和三组团,205.0,2室2厅,92.76平米,22101,东南,低楼层/共24层,平层/简装,暂无数据 ,有,非共有 ,2021年10月27日 
集美,橡树湾四期,340.0,3室2厅,72.6平米,46832,南,低楼层/共30层,平层/精装,板楼 ,有,非共有 ,2021年10月27日 
集美,禹洲大学城,210.0,2室2厅,83.07平米,25280,东南,中楼层/共35层,平层/精装,2012年建/板塔结合 ,有,共有 ,2021年10月27日 
集美,联发杏林湾一号二期,508.0,3室2厅,141.58平米,35881,南,低楼层/共31层,平层/简装,2016年建/板塔结合 ,有,非共有 ,2021年10月27日 
集美,夏商新纪元,280.0,3室2厅,112.31平米,24931,西南,高楼层/共32层,平层/毛坯,2016年建/板塔结合 ,有,非共有 ,2021年10月27日 
集美,夏商新纪元,248.0,3室2厅,87.76平米,28259,东南,中楼层/共27层,平层/毛坯,2015年建/板塔结合 ,有,非共有 ,2021年10月27日 
集美,中海锦城国际,233.0,3室2厅,97.95平米,23788,南,低楼层/共33层,平层/精装,2015年建/板楼 ,有,非共有 ,2021年10月27日 
集美,庄园新城,180.0,3室2厅,86.31平米,20856,东南,高楼层/共18层,平层/其他,2009年建/塔楼 ,有,共有 ,2021年10月27日 
集美,水晶湖郡C区,858.0,3室2厅,132.76平米,64628,南,高楼层/共31层,平层/毛坯,板塔结合 ,有,非共有 ,2021年10月27日 
集美,悦美（月美嘉园）,350.0,3室2厅,101.64平米,34436,南,低楼层/共18层,错层/精装,2010年建/塔楼 ,有,非共有 ,2021年10月27日 
集美,中海锦城国际,226.0,3室2厅,97.59平米,23159,南,中楼层/共33层,平层/精装,2015年建/板楼 ,有,共有 ,2021年10月26日 
集美,双桥明珠,245.0,3室2厅,109.65平米,22344,东南,中楼层/共11层,平层/毛坯,2007年建/板楼 ,有,非共有 ,2021年10月26日 
集美,水晶湖郡C区,425.0,3室1厅,99.27平米,42813,西南,高楼层/共29层,平层/精装,2016年建/板塔结合 ,有,非共有 ,2021年10月26日 
集美,联发杏林湾一号三期,890.0,4室2厅,178.41平米,49886,南,中楼层/共26层,平层/精装,2014年建/板楼 ,有,共有 ,2021年10月26日 
集美,古龙御景一期北区,368.0,3室2厅,90.35平米,40731,南,中楼层/共21层,平层/精装,2010年建/塔楼 ,有,非共有 ,2021年10月26日 
集美,禹洲中央海岸一期,430.0,3室2厅,112.37平米,38267,南北,中楼层/共33层,平层/简装,2015年建/板楼 ,有,共有 ,2021年10月26日 
集美,滨海花园,220.0,2室2厅,85.6平米,25701,南,低楼层/共18层,平层/精装,板楼 ,有,共有 ,2021年10月25日 
集美,中航城国际社区C座,300.0,2室1厅,77.73平米,38596,东南,高楼层/共30层,平层/精装,2015年建/板塔结合 ,有,共有 ,2021年10月25日 
集美,中航城国际社区C座,380.0,3室2厅,89平米,42697,东南,中楼层/共40层,平层/精装,2015年建/板楼 ,有,非共有 ,2021年10月25日 
集美,中航城国际社区C座,270.0,2室1厅,66.63平米,40523,南,中楼层/共30层,平层/精装,2015年建/板塔结合 ,有,非共有 ,2021年10月25日 
集美,国贸商城同悦,373.0,3室2厅,123.7平米,30154,南,中楼层/共14层,平层/毛坯,板楼 ,有,非共有 ,2021年10月25日 
集美,双桥明珠,390.0,4室2厅,141.94平米,27477,南北,高楼层/共11层,平层/精装,2007年建/板楼 ,有,非共有 ,2021年10月25日 
集美,中骏四季阳光,300.0,3室2厅,113.08平米,26530,东南,高楼层/共22层,平层/精装,2014年建/板塔结合 ,有,非共有 ,2021年10月25日 
集美,中交和美新城（二期三期）,618.0,4室2厅,126.56平米,48831,东南,低楼层/共33层,平层/毛坯,2016年建/板塔结合 ,有,非共有 ,2021年10月25日 
集美,海上五月花一期,283.8,2室1厅,80.29平米,35347,东南北,低楼层/共32层,平层/简装,2013年建/板塔结合 ,有,非共有 ,2021年10月25日 
集美,中海锦城国际,215.0,2室2厅,84.65平米,25399,南北,高楼层/共33层,平层/精装,2015年建/板楼 ,有,非共有 ,2021年10月25日 
集美,宁宝社区,228.0,3室2厅,89.67平米,25427,南北,高楼层/共6层,平层/简装,板楼 ,无,非共有 ,2021年10月25日 
集美,杏南路,180.0,2室1厅,73.48平米,24497,南,中楼层/共8层,平层/精装,板楼 ,无,非共有 ,2021年10月24日 
集美,万科金域华府一期,280.0,2室2厅,80.14平米,34939,东南,低楼层/共39层,平层/精装,2015年建/塔楼 ,有,非共有 ,2021年10月24日 
集美,荣坪新村,165.0,2室1厅,63.11平米,26145,南北,中楼层/共6层,平层/简装,1993年建/板楼 ,无,非共有 ,2021年10月24日 
集美,海上五月花五期,368.0,3室2厅,92.4平米,39827,东南,高楼层/共33层,平层/精装,2014年建/板塔结合 ,有,非共有 ,2021年10月24日 
集美,禹洲大学城,220.0,3室2厅,92.89平米,23684,南,高楼层/共33层,平层/精装,2012年建/板楼 ,有,非共有 ,2021年10月24日 
集美,莲花尚院,315.0,2室2厅,90.82平米,34684,南,低楼层/共33层,平层/精装,2013年建/板楼 ,有,共有 ,2021年10月24日 
集美,凤凰花城,295.0,3室2厅,133.21平米,22146,南,低楼层/共33层,平层/毛坯,2016年建/板塔结合 ,有,非共有 ,2021年10月24日 
集美,禹洲大学城,188.0,2室1厅,68.15平米,27587,西南,中楼层/共35层,平层/精装,2012年建/塔楼 ,有,共有 ,2021年10月24日 
集美,联发杏林湾一号二期,353.0,2室2厅,89.27平米,39543,东南,中楼层/共31层,平层/简装,2016年建/板塔结合 ,有,非共有 ,2021年10月24日 
集美,国贸商城同悦,376.0,3室2厅,114.59平米,32813,南,高楼层/共34层,平层/精装,2017年建/板楼 ,有,非共有 ,2021年10月24日 
集美,禹洲大学城,275.0,3室2厅,116.18平米,23671,南北,中楼层/共30层,错层/精装,2012年建/塔楼 ,有,非共有 ,2021年10月24日 
集美,禹洲中央海岸一期,323.0,3室1厅,90.94平米,35518,东南,中楼层/共40层,平层/精装,2015年建/塔楼 ,有,非共有 ,2021年10月24日 
集美,禹洲大学城,80.0,1室0厅,31.29平米,25568,东,高楼层/共35层,平层/精装,2012年建/塔楼 ,有,非共有 ,2021年10月24日 
