本数据由邢不行整理,,,,,,,,,,,,,,
基金代码,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
040005.OF,-0.483951161,0.754611976,-0.012951602,-0.224869552,0.053556402,0.165938454,0.124269654,0.617074657,-0.273549359,0.229893825,-0.203418422,0.66877394,0.379315493,0.324345
483003.OF,-0.48385403,0.505300809,-0.024081575,-0.172943889,-0.014312268,-0.14972657,0.170769572,0.584959273,-0.272576499,0.083856127,-0.304842755,0.272550652,0.645147219,0.106396
260108.OF,-0.483759502,0.356091031,-0.017025943,-0.325557809,-0.064661654,0.20096463,0.017402945,0.334210526,-0.081163708,0.562770563,-0.158118196,0.72181146,0.859655801,-0.086315
050008.OF,-0.483033932,0.693693694,-0.034647134,-0.137580794,0.102783726,0.037481612,0.221598538,0.207208843,-0.213006598,0.015568862,-0.295990566,0.309882747,0.437340153,-0.064947
310308.OF,-0.482030132,0.621221969,0.087200561,-0.245526848,0.030439386,0.138453635,0.309679603,0.289956127,-0.209800627,0.29064617,-0.22812153,0.444749575,0.755010383,-0.001748
110002.OF,-0.481774309,0.62056273,-0.039850736,-0.193779314,0.053428818,0.21243151,0.137883135,0.242375315,-0.351167681,0.174224843,-0.321779933,0.414317307,0.322970595,0.092239
290002.OF,-0.48153116,0.446169154,-0.044447502,-0.312355991,-0.003350785,0.271485606,0.066765824,0.412238575,-0.3214129,0.030552861,-0.220705882,0.295289855,0.402331002,0.071144
160505.OF,-0.481379851,0.715144078,-0.106076975,-0.096323153,0.171640344,0.025573289,0.613587292,0.211047905,0.033039953,0.319556837,-0.242650104,0.415027537,0.322820037,-0.028839
550002.OF,-0.480337456,0.731562893,0.097823834,-0.304228809,0.10273618,0.140547826,0.307165938,0.439290388,-0.182562134,0.230828525,-0.273465792,0.481324441,0.603460816,0.248028
257010.OF,-0.479856759,0.471600688,0.039766082,-0.239595051,0.107988166,0.081441923,0.375308642,0.563495371,-0.0940579,0.108256938,-0.261690647,0.323995128,0.392059286,-0.003088
481004.OF,-0.479753124,0.623153229,0.093652521,-0.223268772,0.004611443,0.291907514,0.077641795,0.349126878,-0.336938812,-0.113029827,-0.308041554,0.585186833,0.435877648,-0.000293
540003.OF,-0.478143733,0.625451729,0.125353534,-0.250410959,-0.033939014,0.154361691,0.589568312,0.384624448,-0.082895063,0.191798777,-0.231212359,0.446253406,0.717535679,0.365748
112002.OF,-0.477697728,0.611848825,-0.033890935,-0.19269103,0.056790123,0.207165109,0.146451613,0.23127145,-0.324376291,0.177807443,-0.322724708,0.418862691,0.336052685,0.099133
070099.OF,-0.477162293,0.527881041,0.232360097,-0.206317868,0.121890547,0.154101996,0.022180805,0.770501367,-0.162866613,0.176470588,-0.238536504,0.487719298,0.781360432,-0.024906
163302.OF,-0.476243764,0.767470845,0.185142627,-0.180860205,-0.00972404,0.119285217,0.049709724,0.424497908,-0.100308248,0.183932699,-0.251493551,0.210420032,0.710166093,0.093515
240004.OF,-0.475511598,0.735648229,-0.054589323,-0.211080391,0.012400593,0.111835974,0.318165489,0.547874273,-0.058630201,-0.104925187,-0.236121752,0.384152457,0.48372859,0.173689
481006.OF,-0.475281544,0.702965484,-0.05899705,-0.179997978,0.101985448,-0.174910474,0.167638682,0.070271705,-0.158500815,0.178801962,-0.244770562,0.390081206,0.73692054,0.11415
213001.OF,-0.474733405,0.093690971,0.011053541,-0.209258627,0.060488226,0.11061316,0.538884813,0.345649583,-0.233835252,0.190751445,-0.129433258,0.807527735,0.875457875,-0.050781
161005.OF,-0.473466781,0.758026541,0.193734224,-0.252916464,0.06259133,0.181755673,0.254158775,0.692337038,-0.155228615,0.27779448,-0.26954401,0.621360535,0.586375506,-0.029122
070006.OF,-0.472965813,0.770083102,0.178690941,-0.20968791,0.052032983,0.206002882,0.191875449,0.378326467,-0.18546893,0.029223586,-0.304989887,0.353753027,0.617743076,-0.040272
217005.OF,-0.471618647,0.421557971,-0.013890659,-0.264667873,0.06572935,-0.018139842,0.160732281,0.364201997,-0.142660161,0.272217742,-0.228956887,0.574743248,0.534374812,-0.141088
163803.OF,-0.470442508,0.624228949,0.024547804,-0.253678016,0.090230665,0.090696951,0.332762801,0.336868374,-0.230841607,0.101043593,-0.198195006,0.25,0.642647035,0.220144
377020.OF,-0.470016304,0.726190476,0.019068428,-0.233661821,0.088834556,0.348382234,-0.123548852,0.412646234,-0.273142549,0.335683313,-0.403308672,0.574134665,0.821791926,0.103247
580001.OF,-0.468523464,0.389985643,0.178825048,-0.239868565,0.024207493,0.007034328,0.075160659,0.191008316,-0.081715034,0.054770108,-0.274386123,0.275225085,0.465855143,-0.114957
100026.OF,-0.467606958,0.710526316,0.072379969,-0.247013421,0.060005322,0.331492406,0.243449094,0.717134116,-0.091571039,0.252948664,-0.198791318,0.463386704,0.553656211,0.097954
377010.OF,-0.466258237,0.575678723,-0.065077109,-0.287024403,-0.071746484,0.107499041,-0.009178284,0.516647732,-0.098213771,0.212229641,-0.428262703,0.579561169,0.476143228,0.073463
519011.OF,-0.466120271,0.560157087,0.087188625,-0.178222832,-0.003777399,0.097814326,0.040182501,0.269694255,-0.028901814,0.088362322,-0.19245293,0.426577493,0.486764057,-0.134535
020001.OF,-0.462383587,0.836177474,0.053281834,-0.236899336,0.041939712,0.218867925,0.233648828,0.527309252,-0.009126025,0.259669897,-0.240312076,0.41041288,0.228574059,0.104601
162207.OF,-0.461959711,0.445837877,0.162664991,-0.243593902,0.09591195,0.234511543,0.443211833,-0.025841874,-0.158037123,0.234202071,-0.250361585,0.421666988,0.543258465,-0.155169
450003.OF,-0.461769031,0.624006123,0.048071263,-0.202965009,0.006188529,0.119384953,0.260750117,0.370858382,-0.18583176,0.18083004,-0.181589958,0.520871308,0.644931273,0.078287
519008.OF,-0.461321568,0.520749192,0.080464417,-0.243126352,0.125070829,0.161622636,0.217295717,0.589908536,-0.173766086,0.325081939,-0.236560922,0.400804349,0.581015747,0.01782
110009.OF,-0.4612513,0.634976172,0.002018572,-0.240019163,0.071548645,-0.041138492,0.099110283,0.732353829,-0.216266284,0.190933799,-0.23753295,0.436667955,0.602600367,0.101692
162203.OF,-0.460013632,0.420254203,0.059901848,-0.169957783,0.084003281,0.12895414,0.367877732,0.083798883,-0.220202568,0.359735591,-0.188997868,0.594594595,0.881355932,-0.078803
110005.OF,-0.458646475,0.632917784,0.053219283,-0.265440972,0.028656639,0.182696434,-0.003335956,0.245817415,-0.048455656,0.198882682,-0.283334723,0.40225199,0.343368073,0.234249
080001.OF,-0.458582408,0.525236593,0.154084798,-0.221085759,0.01010101,0.14875,0.324265506,0.513666505,-0.082906848,0.157547952,-0.197094158,0.332901715,0.339751199,0.116656
519018.OF,-0.455786676,0.532749621,0.049182665,-0.254725104,0.052212239,0.118092476,0.132230332,0.609483177,-0.2327397,0.171629956,-0.290118815,0.436440678,0.572214742,0.025949
150103.OF,-0.455776254,0.51603928,0.185145201,-0.154035343,0.038333154,0.223167064,0.139703187,0.575132821,-0.216366779,0.173830278,-0.302406965,0.463477303,0.671280231,0.106407
180001.OF,-0.454747243,0.506237689,0.041100647,-0.15309586,0.073228185,0.096860387,0.192739875,0.39670334,-0.191964762,-0.032121212,-0.296884784,0.485806523,0.503599428,-0.045718
040001.OF,-0.454363089,0.431985294,0.050389388,-0.257158635,0.034722222,0.052013423,0.146229586,0.277420198,-0.188893135,0.044817927,-0.254691689,0.395683453,0.414172628,0.183394
519692.OF,-0.451226917,0.830317626,0.010661648,-0.177002631,0.145759447,0.233223785,0.05111964,0.598896385,-0.064107233,-0.088638567,-0.225723114,0.510598626,0.485047316,-0.025174
161601.OF,-0.448576463,0.489236461,-0.012535291,-0.230443733,0.044434537,0.064029596,0.192029955,0.373120933,-0.343118649,0.161849711,-0.173372269,0.192463692,0.460061444,-0.065791
255010.OF,-0.448572697,0.514036071,-0.068393683,-0.185755534,0.002364066,0.183962264,0.31706911,0.41960603,-0.04952109,0.165331002,-0.159628378,0.319285064,0.457697891,0.000038
162006.OF,-0.448288101,0.743468561,0.02651045,-0.229396431,0.079590558,0.075292317,0.154265479,0.329455201,-0.226137623,0.250860053,-0.224926011,0.337293169,0.658391497,0.244345
240002.OF,-0.447894404,0.604494848,-0.07134963,-0.188837015,0.106348252,0.048397207,0.195297335,0.373068867,-0.118697956,0.080397283,-0.195417994,0.463569446,0.556863829,0.074774
398001.OF,-0.447094474,0.574883901,0.176542871,-0.286400871,0.016331658,0.133086115,0.217298975,0.259730082,-0.222020433,0.275208491,-0.329369798,0.664007092,0.610485846,0.121799
160314.OF,-0.445103858,0.786096257,-0.023952096,-0.199386503,0.052362708,0.226941748,0.228310018,0.525600836,-0.184660015,0.137235116,-0.291038154,0.423028786,0.549692172,0.125993
550001.OF,-0.44419849,0.610273862,0.144510416,-0.331623821,-0.021349862,0.165095004,0.264556656,0.397306486,-0.065978312,0.08674325,-0.32839346,0.301781896,0.414529355,0.012474
217001.OF,-0.442918535,0.453295321,-0.002832455,-0.321169077,0.027210884,0.118302228,0.480579999,0.467752586,-0.077063439,0.141314481,-0.248470948,0.402509325,0.533596817,-0.033143
340006.OF,-0.441673393,0.770826063,0.039694828,-0.138853538,0.045166679,0.182559552,0.214407651,0.501445957,-0.118982839,-0.007278368,-0.227764423,0.55307393,0.458485744,0.072113
000001.OF,-0.440469464,0.673687065,0.03558745,-0.244519393,0.072544643,0.157127992,0.152687542,0.258620967,-0.22716504,0.171081632,-0.19047619,0.259742051,0.276591619,-0.054452
100020.OF,-0.438317675,0.497264343,0.058884945,-0.212285545,0.059081237,0.064649569,0.208703375,0.429096253,-0.127794185,0.337645325,-0.22031055,0.578651685,0.897465989,-0.027799
260103.OF,-0.437493794,0.41270962,-0.072472823,-0.226862455,0.056630075,0.105540897,0.08547136,0.202693418,-0.003199269,0.365314076,-0.21886836,0.495070957,0.411282,0.000002
100016.OF,-0.437465521,0.496637714,0.180750558,-0.155576071,0.043661171,0.201655954,0.153891313,0.731363394,-0.209042765,0.367170626,-0.295418641,0.396113602,0.499464668,0.083542
450002.OF,-0.436867893,0.654299438,0.048819769,-0.23735092,0.136426785,0.037326813,0.079780111,0.480158547,-0.017922023,0.355156506,-0.175715942,0.401706034,0.445268601,-0.029567
580002.OF,-0.434756576,0.332044199,0.230029034,-0.256307739,0.072415752,0.142466237,0.073670956,0.348881231,-0.361468624,0.013102119,-0.370609864,0.534850927,0.852080325,-0.059964
000021.OF,-0.434410276,0.570543703,0.247486515,-0.286453057,0.008264463,0.132969035,0.112540193,0.431358381,-0.202927814,0.134262191,-0.272473478,0.471220261,0.623369849,0.059447
202801.OF,-0.433297759,0.395480226,0.018893387,-0.201324503,0.155887231,0.097560976,0.078431373,-0.03030303,-0.015,0.163705584,-0.097055616,0.285024155,0.175560234,-0.00516
288002.OF,-0.432726305,0.787614771,-0.068346268,-0.121529175,0.020613834,0.162477558,0.317374517,0.415298945,-0.074756678,0.120635631,-0.25524266,0.316438724,0.40843349,0.115418
163804.OF,-0.431767546,0.529652018,0.123741194,-0.220647476,0.160199005,0.282161235,0.134464199,0.464430801,-0.093716804,0.086392685,-0.077071416,0.35631061,0.660429573,0.116992
460002.OF,-0.431451301,0.431598968,0.070284596,-0.31005991,0.120059355,0.085149946,0.653385128,0.207339308,-0.166118786,0.134168823,-0.292153438,0.333333333,0.245239333,0.088429
519690.OF,-0.429348892,0.854601125,-0.037274063,-0.229102572,0.152925193,-0.028542776,0.130252101,0.565201505,-0.179177747,0.552604887,-0.246917833,0.364779848,0.25237412,0.054202
160311.OF,-0.428470754,0.611590629,-0.010715,-0.262032086,0.071014493,0.159675237,0.292882147,0.30234657,-0.13028413,0.265338645,-0.225440806,0.361788618,0.374328358,-0.165074
320001.OF,-0.427534708,0.510380305,-0.034059117,-0.238257146,0.045627376,0.049644269,0.359692725,0.22510247,-0.271543539,0.160004965,-0.122418406,0.26252896,0.185145837,0.093554
519015.OF,-0.423575555,0.446502058,0.052631579,-0.159459459,-0.001607717,0.090177134,0.044313146,0.254596888,-0.025930102,0.09837963,-0.190727081,0.483072917,0.538191396,-0.110731
288001.OF,-0.422753225,0.631431586,0.048118151,-0.177272727,0.020994475,0.3495671,0.050703507,0.230702515,-0.245267245,0.021472393,-0.143143143,0.261682243,0.665740741,0.34408
151001.OF,-0.42229077,0.60322015,0.067741011,-0.166485931,0.037100653,0.230208678,0.17674742,0.504628372,-0.075536224,0.13631243,-0.15900611,0.347789169,0.743186551,0.118219
240001.OF,-0.4178403,0.832948811,-0.006958771,-0.177782105,0.028292762,0.263955771,0.078773327,0.602665636,-0.179619486,0.069833926,-0.115233036,0.421011158,0.581172,-0.052303
110029.OF,-0.417764575,0.423583429,-0.035354164,-0.247644857,0.055060034,0.517964559,0.045270246,0.954194286,-0.358703111,0.047675479,-0.29628756,0.557232383,0.562975811,0.119928
450001.OF,-0.415802025,0.533751687,0.050015243,-0.196893849,0.013824885,0.086983471,0.214788063,0.285401346,-0.016433354,0.094925743,-0.104555216,0.395985862,0.526726179,0.122646
070001.OF,-0.412286245,0.459910397,0.012934923,-0.154978138,0.099038892,0.280917718,0.188848374,0.668562934,-0.090586189,0.163583168,-0.247940731,0.144413629,0.689172005,-0.011079
481001.OF,-0.410745234,0.574851036,0.056739129,-0.236518656,0.036956522,0.154437456,0.304479419,0.188216922,-0.143843252,0.238439306,-0.238155102,0.3673976,0.754329632,0.040848
163402.OF,-0.406808917,0.69322844,-0.027740371,-0.181489422,0.05470863,0.0799627,0.364110159,0.430674614,-0.017829317,0.252988228,-0.176302938,0.426669178,0.480027551,-0.025377
162202.OF,-0.405306376,0.71493694,0.095101754,-0.285780378,0.076322192,0.126353361,0.192669272,0.288725534,-0.107827641,0.10406717,-0.281518175,0.477956885,0.687647832,0.436308
373010.OF,-0.404512479,0.387528802,-0.025324338,-0.242679161,0.110376828,0.324066941,0.13336351,0.490324562,-0.192649556,0.140153389,-0.301616578,0.184558024,0.193836066,0.062042
163801.OF,-0.397924661,0.737258769,0.12888368,-0.186381195,0.114706434,0.209591923,0.043448581,0.366049646,-0.128805098,0.098019385,-0.108641255,0.348122548,0.663621202,-0.103296
070002.OF,-0.393555275,0.603314917,0.248729782,-0.18700208,0.055262554,0.141214948,0.14878768,0.67432384,-0.077948337,0.031236489,-0.108400398,0.522122852,0.656666029,-0.004904
121002.OF,-0.393405061,0.576120874,0.032614359,-0.17790111,0.047256659,0.108884201,0.166261495,0.316295088,-0.119136645,0.017090911,-0.12979202,0.440906651,0.532566836,0.121856
206001.OF,-0.391101954,0.567356736,0.107827552,-0.230010831,0.030654515,0.103238401,0.077128156,0.260946379,0.027661692,0.042312161,0.003715745,0.030356317,0.016078326,0.023957
002011.OF,-0.385869565,0.793336804,0.029243739,-0.22330168,0.01978022,0.129310345,0.225826972,0.524649715,-0.196051736,0.022861981,-0.248758278,0.326170799,0.525135023,0.030509
000031.OF,-0.384387352,1.043338684,0.168106834,-0.286482851,-0.006597549,0.309297913,0.165942029,0.328154133,-0.144595227,-0.067833698,-0.271126761,0.708534622,0.638077286,0.034522
040004.OF,-0.381991899,0.606413994,0.075317604,-0.151208422,0.04033092,0.099403579,0.348101266,0.439426428,-0.1292264,0.057522124,-0.182426778,0.540208581,0.539891537,-0.104575
240005.OF,-0.377974646,0.678547855,-0.092196648,-0.263770365,-0.006743941,0.122002971,0.176059002,0.258240875,-0.024961407,0.070467994,-0.24147228,0.410814967,0.253187343,-0.003981
110001.OF,-0.367378824,0.279544057,-0.033206339,-0.202308215,0.011914894,0.177039181,0.195063043,0.621626324,-0.112177621,0.197609902,-0.175256652,0.398091934,0.451874862,0.148442
350001.OF,-0.359776759,0.179950187,0.064907652,-0.21382557,0.05988024,0.184210526,0.371876962,0.416582777,-0.229013909,0.303724617,-0.151091121,0.418465463,0.078716193,0.033729
162102.OF,-0.350389173,0.804784239,0.184739346,-0.309929883,0.004713612,0.135911288,0.260700876,0.533335608,-0.14909732,0.022660272,-0.179802715,0.397356513,0.283550985,0.233922
200001.OF,-0.349617422,0.378280543,-0.062518757,-0.202898551,0.107272727,0.203096467,0.035966196,0.120015253,0.014747865,-0.008721149,-0.277912795,0.531082954,0.429818323,0.22175
000011.OF,-0.348854878,1.161938828,0.242364614,-0.170995791,0.058865494,0.149198094,0.060709818,0.281671171,-0.112870102,0.349530844,-0.195751785,0.448089425,0.447112253,-0.005142
162201.OF,-0.316128389,0.521242459,0.223225464,-0.271666867,0.088962296,0.307845188,0.159752451,0.468947596,-0.229553629,-0.035205878,-0.199111534,0.696584375,0.158257039,0.492274
002021.OF,-0.314730755,0.38592233,0.043782837,-0.120468284,0.073313783,0.243896371,0.071430067,0.236324609,-0.033575734,0.347132854,-0.174217993,0.321022934,0.521796437,-0.121647
217002.OF,-0.272681452,0.289170289,-0.003198976,-0.220929425,0.045140678,0.092594419,0.284273714,0.183811797,-0.131245486,0.078031516,-0.156506618,0.313251632,0.331698102,0.146252
253010.OF,-0.270603462,0.288713911,-0.207739308,-0.116966581,0.051189324,-0.029654036,0.18136126,0.188117118,0.021406728,0.035928144,-0.160404624,0.165232358,0.184638109,0.006234
050007.OF,-0.263241107,0.515021459,0.02760132,-0.285509201,0.054333765,0.07607362,0.179019384,0.020368574,-0.134498874,0.154462243,-0.208126858,0.371714643,0.346807681,-0.003863
540001.OF,-0.251716957,0.22252487,0.029545675,-0.09828202,-0.000143082,0.02325415,0.174629182,0.130328416,-0.017981245,-0.003102287,0.070566528,0.057137575,0.043177229,0.037334
002001.OF,-0.245161937,0.371456501,0.043346612,-0.117700302,0.075062552,0.238971854,0.071040096,0.222042451,-0.035830619,0.348285189,-0.168137401,0.309067938,0.540509013,-0.115837
121001.OF,-0.236196016,0.42730693,0.071169472,-0.08626054,0.017219731,0.121230823,0.203090348,0.204060982,0.039847369,0.015611399,-0.136518771,0.050857775,0.031588264,0.000197
340001.OF,-0.196551398,0.352141027,0.076470933,-0.136679449,0.016916007,0.098444127,0.532864968,0.066972986,0.009303827,0.076160092,-0.0578597,0.247497058,0.193331761,0.071393
162205.OF,-0.147489662,0.362723147,-0.047312318,-0.034715656,0.097368067,0.213982544,0.117022295,0.120953168,0.022042697,0.041740557,-0.089088514,0.168464467,0.20314409,0.037147
310318.OF,-0.087993745,0.110015243,-0.026723358,-0.033473642,0.038780589,0.04477631,0.578700603,0.192435905,-0.018399919,0.21711889,-0.186045522,0.346435292,0.39988354,0.009013
620001.OF,-0.030650621,0.015615907,0.041380664,-0.250193949,0.018365235,0.0499111,0.298294424,0.136867605,-0.189886904,0.175012645,-0.15204477,0.207330693,0.322419549,-0.089907
001606.OF,,,,,,,,,-0.222817645,0.481962626,-0.357383682,0.375865687,1.665649786,0.391308
002190.OF,,,,,,,,,,0.220694572,-0.343984649,0.346178303,1.634860652,0.560918
000336.OF,,,,,,,0.118424978,0.581970128,-0.206698887,0.031878719,-0.366126596,0.559406477,1.548826226,0.410785
006977.OF,,,,,,,,,,,,,1.37525686,0.29985
481010.OF,,,,-0.296672828,-0.052562418,0.196948682,0.258400927,0.722836096,-0.218599679,-0.114911081,-0.258887172,0.612095933,1.347347995,0.188482
540008.OF,,,,-0.240876565,-0.006244845,0.414156984,0.09524608,0.583480058,-0.239207155,-0.038571519,-0.39107733,0.458591121,1.344098824,0.373778
004997.OF,,,,,,,,,,,-0.36504548,0.652828534,1.338286018,0.191233
005968.OF,,,,,,,,,,,,0.556126381,1.321640806,0.254079
005969.OF,,,,,,,,,,,,0.546826625,1.305645901,0.247513
481015.OF,,,,,-0.005128205,0.310309278,0.279307632,0.667896679,-0.30420354,0.135135135,-0.37535014,0.576980568,1.295734597,0.106317
570008.OF,,,,,,0.144565217,0.447293447,0.511154856,-0.069788667,0.252290345,-0.226366225,0.415156507,1.291036088,0.00686
000793.OF,,,,,,,,0.477894737,-0.262820513,0.015458937,-0.418648906,0.482815057,1.28807947,0.101302
001643.OF,,,,,,,,,-0.058988764,0.074626866,-0.271455939,0.738364449,1.28649221,0.293497
001644.OF,,,,,,,,,-0.064318976,0.070606532,-0.275130738,0.730928524,1.275239271,0.288656
004812.OF,,,,,,,,,,,,0.501946014,1.256624592,0.297044
512690.OF,,,,,,,,,,,,,1.25319006,-0.082861
004813.OF,,,,,,,,,,,,0.515885023,1.239105123,0.289307
001245.OF,,,,,,,,,-0.143269231,-0.122334456,-0.305626598,0.480662983,1.225124378,0.533818
005453.OF,,,,,,,,,,,,0.508943089,1.216133005,-0.026674
005454.OF,,,,,,,,,,,,0.50744013,1.214390376,-0.027548
002083.OF,,,,,,,,,,0.000997009,-0.309760956,0.515151515,1.214285714,0.39243
